person  ,year  ,statecode  ,race  ,gender  ,age  ,Education  ,Food  ,Beauty  ,Health
36193,2021,35,White  ,Male  ,20,627.1,575.6,69.36,307.85
36194,2021,35,White  ,Male  ,17,779.9,613.6,66.57,319.6
36195,2021,35,White  ,Female  ,21,715,560.4,56.89,287.5
36196,2021,35,White  ,Male  ,21,425.8,569.4,50.62,257.35
36197,2021,35,White  ,Female  ,17,677.7,549.8,53.36,295.4
36198,2021,35,White  ,Male  ,16,770,673.2,72.08,315.2
36199,2021,35,Asian  ,Male  ,16,588.1,633.4,66.38,270.6
36200,2021,35,HispLatinos  ,Male  ,18,692.1,611.5,62.09,333.15
36201,2021,35,White  ,Female  ,21,809.6,666,75.36,370.3
36202,2021,35,White  ,Male  ,21,683,605.2,71.15,290.9
36203,2021,35,White  ,Male  ,18,608.9,547.4,54.47,259.6
36204,2021,35,Asian  ,Male  ,17,531.6,409.9,55.15,261.15
36205,2021,35,White  ,Male  ,17,716.8,543.4,57.06,283
36206,2021,35,White  ,Female  ,20,770.7,636.8,73.51,356.4
36207,2021,35,White  ,Male  ,19,620.4,579.7,61.72,258.2
36208,2021,35,Asian  ,Male  ,17,715.7,551.8,56.78,257.6
36209,2021,35,White  ,Male  ,18,610.2,522.8,49.05,225.05
36210,2021,35,White  ,Female  ,22,813.2,656.8,68.27,373.6
36211,2021,35,White  ,Female  ,17,693.8,632,66.44,285.85
36212,2021,35,White  ,Male  ,17,734.9,550.2,57.75,223.55
36213,2021,35,Black  ,Female  ,18,473.9,493.6,52.13,283
36214,2021,35,White  ,Female  ,17,406.6,449.3,41.27,229.05
36215,2021,35,Asian  ,Female  ,18,429.8,423.1,42.53,213
36216,2021,35,Asian  ,Female  ,17,563.2,450.7,49.28,208.45
36217,2021,35,White  ,Female  ,18,469.5,582.7,57.44,240.15
36218,2021,35,White  ,Female  ,18,533,612.7,66.34,292.8
36219,2021,35,White  ,Female  ,17,562.7,417.9,48.26,222.1
36220,2021,35,White  ,Female  ,24,368.5,513.1,52.71,223.5
36221,2021,35,Asian  ,Male  ,18,593.1,514,55.09,207.7
36222,2021,35,White  ,Male  ,18,459.4,484.1,39.06,232.4
36223,2021,35,White  ,Male  ,22,745.1,613,64.64,333.6
36224,2021,35,White  ,Male  ,18,573.3,583.4,67.05,293.7
36225,2021,35,Asian  ,Female  ,17,476.5,536.4,56.52,246.7
36226,2021,35,Asian  ,Female  ,18,488.3,449.6,55.03,218.1
36227,2021,35,White  ,Female  ,18,489.4,516.9,48.57,243.4
36228,2021,35,White  ,Male  ,17,648.6,552.3,58.57,225.9
36229,2021,35,Black  ,Female  ,18,761.5,512.5,54.92,266.9
36230,2021,35,Asian  ,Female  ,17,643.7,586.8,51.56,291.6
36231,2021,35,White  ,Male  ,21,735.3,656.9,79.31,330.95
36232,2021,35,White  ,Male  ,17,517.5,544.3,58.67,259.3
36233,2021,35,Asian  ,Female  ,17,535.3,501.8,51.22,245.15
36234,2021,35,Asian  ,Male  ,18,489.6,449.5,43.08,244.1
36235,2021,35,White  ,Female  ,18,449.1,380,46.5,196.2
36236,2021,35,White  ,Female  ,20,715.2,577.2,64.13,297.65
36237,2021,35,White  ,Male  ,17,592.7,449.5,56.42,275
36238,2021,35,Asian  ,Male  ,21,674.1,570,60.03,305
36239,2021,35,Asian  ,Female  ,18,602.2,551.8,57.86,226.5
36240,2021,35,White  ,Female  ,17,671.7,582.8,56.57,259.65
36241,2021,35,Asian  ,Female  ,17,528.5,543.4,48.96,206.95
36242,2021,35,White  ,Female  ,19,736.6,641.6,68.33,322.95
36243,2021,35,White  ,Female  ,20,690.6,673.3,71.75,317.25
36244,2021,35,White  ,Female  ,20,758,672.3,81.13,357.15
36245,2021,35,White  ,Female  ,17,435.1,404.2,43.41,178.3
36246,2021,35,Black  ,Female  ,18,428.3,454.1,55.61,232.65
36247,2021,35,White  ,Male  ,19,667.9,512.6,61.82,283
36248,2021,35,White  ,Female  ,19,469.3,456.8,56.06,255.25
36249,2021,35,HispLatinos  ,Female  ,17,700.9,580.6,68.76,326.7
36250,2021,35,White  ,Female  ,18,665.8,614,68.94,300.4
36251,2021,35,White  ,Female  ,17,534.9,465.7,55.21,240.65
36252,2021,35,Asian  ,Male  ,17,624.4,533,51.19,214.15
36253,2021,35,White  ,Male  ,18,775.6,567.2,66.04,318.05
36254,2021,35,White  ,Male  ,17,668.2,589.9,65.19,284.65
36255,2021,35,White  ,Male  ,17,712.5,502.5,58.76,278.15
36256,2021,35,White  ,Male  ,18,880.9,675.2,79.31,365.15
36257,2021,35,HispLatinos  ,Female  ,17,799,592.9,68.51,327.05
36258,2021,35,White  ,Male  ,18,707.5,620.4,63.25,299.15
36259,2021,35,White  ,Male  ,17,719.3,592.2,66.65,318.75
36260,2021,35,White  ,Male  ,18,645.6,543.7,55.94,260
36261,2021,35,Black  ,Female  ,22,427.9,371.5,45.79,190.7
36262,2021,35,Black  ,Male  ,18,654.7,571.6,63.51,304.55
36263,2021,35,White  ,Female  ,18,427,382.7,35.05,175.95
36264,2021,35,White  ,Female  ,17,563.8,597.2,61.48,275.25
36265,2021,35,White  ,Male  ,17,420.2,468.5,54.45,236.8
36266,2021,35,White  ,Female  ,17,402.2,496,57.24,238.95
36267,2021,35,Black  ,Female  ,17,567.1,503.9,46.16,240
36268,2021,35,Asian  ,Male  ,21,473.3,434.9,35.37,226.95
36269,2021,35,Asian  ,Female  ,16,544.5,595.6,59.93,250.25
36270,2021,35,Black  ,Female  ,24,653.4,550.4,68.64,302.5
36271,2021,35,Black  ,Male  ,22,637.7,566,49.74,185.65
36272,2021,35,White  ,Female  ,19,415.6,526.3,46.05,202.35
36273,2021,35,White  ,Female  ,20,460.7,481.6,38.93,245.4
36274,2021,35,Asian  ,Female  ,19,543.4,578.7,63.13,267.9
36275,2021,35,Black  ,Male  ,16,532,555.4,65.2,209.9
36276,2021,35,HispLatinos  ,Male  ,19,752.8,628,61.6,265.7
36277,2021,35,Black  ,Female  ,16,450.6,398.3,43.76,238.3
36278,2021,35,White  ,Female  ,16,591.9,595.9,59.22,325.75
36279,2021,35,Black  ,Female  ,18,582.1,439.1,53.88,194.3
36280,2021,35,Black  ,Female  ,19,371.3,501.5,44.23,192.2
36281,2021,35,White  ,Female  ,17,560.5,539.9,54.02,243.45
36282,2021,35,Black  ,Female  ,16,419.1,439.9,41.05,183.8
36283,2021,35,HispLatinos  ,Male  ,18,554.6,490.1,51.55,288.95
36284,2021,35,White  ,Female  ,20,775.8,691,71.71,359.15
36285,2021,35,White  ,Male  ,17,507.5,629.7,62.63,266.6
36286,2021,35,Asian  ,Male  ,17,537,475.7,41.74,227.9
36287,2021,35,White  ,Male  ,19,427.4,516.6,43.71,233.9
36288,2021,35,White  ,Male  ,18,633.2,522.7,59.51,244.1
36289,2021,35,Asian  ,Male  ,16,624,575.5,62.47,298.05
36290,2021,35,Black  ,Male  ,24,633.1,534,0,220.5
36291,2021,35,White  ,Male  ,16,780.5,665.8,70.05,286.75
36292,2021,35,White  ,Male  ,17,525,492.5,49.95,243.95
36293,2021,35,White  ,Female  ,17,447.9,469.3,45.93,232.9
36294,2021,35,White  ,Male  ,18,718.3,554.6,54.21,179.1
36295,2021,35,White  ,Female  ,20,508.4,514.9,52.37,240.65
36296,2021,35,White  ,Female  ,17,456.8,570.3,60.7,265
36297,2021,35,White  ,Male  ,17,448.8,437.4,51.04,205.6
36298,2021,35,Black  ,Male  ,16,473.1,452.4,40.8,263.05
36299,2021,35,White  ,Female  ,18,425.2,580,57.34,269.5
36300,2021,35,White  ,Female  ,18,490.7,498.5,51.59,265.1
36301,2021,35,Black  ,Female  ,18,386.2,571.9,56.91,203.8
36302,2021,35,Black  ,Female  ,16,422.1,546,41.27,238.25
36303,2021,35,HispLatinos  ,Male  ,18,481.4,549.1,59.08,268.6
36304,2021,35,White  ,Male  ,17,814.9,627.8,67.69,338.25
36305,2021,35,White  ,Male  ,19,526.7,520,54.75,263.35
36306,2021,35,Asian  ,Female  ,17,646.3,519.1,57.65,279
36307,2021,35,Asian  ,Female  ,17,526.5,475.2,48.18,216.05
36308,2021,35,White  ,Female  ,20,726.6,662.1,67.43,316.6
36309,2021,35,Asian  ,Female  ,24,541.1,604.6,63.48,276.45
36310,2021,35,Black  ,Female  ,17,465.3,449,52.88,235.6
36311,2021,35,Black  ,Male  ,16,699.4,682.1,74.18,307.85
36312,2021,35,Asian  ,Female  ,24,515.7,525.9,54.84,278
36313,2021,35,Black  ,Female  ,16,616.3,553.2,58.8,259.9
36314,2021,35,Black  ,Female  ,20,470,461.8,52.26,218.25
36315,2021,35,White  ,Female  ,17,561.1,578.2,53.9,254.6
36316,2021,35,White  ,Female  ,20,499.3,536.6,49.02,248.4
36317,2021,35,Asian  ,Female  ,22,661.6,522.2,55.93,275.15
36318,2021,35,White  ,Male  ,18,614.5,532.5,52.97,215.95
36319,2021,35,White  ,Male  ,20,688.7,559,69.95,298.25
36320,2021,35,Asian  ,Female  ,19,671.5,635.7,65.85,315.5
36321,2021,35,Asian  ,Female  ,19,487.4,480.4,52.05,238.7
36322,2021,35,Black  ,Female  ,18,415.4,561.7,56.64,266.25
36323,2021,35,White  ,Male  ,18,733.5,599.5,66.18,333.35
36324,2021,35,Asian  ,Female  ,18,564.7,567.7,60.19,246.85
36325,2021,35,White  ,Male  ,18,711.3,680.2,68.73,302.5
36326,2021,35,White  ,Female  ,17,581.1,522.4,55.33,210.1
36327,2021,35,Asian  ,Female  ,21,515.5,487.6,43.18,260.85
36328,2021,35,White  ,Male  ,17,527.5,506.2,52.57,234.15
36329,2021,35,Asian  ,Female  ,18,475.2,526,52.4,232.85
36330,2021,35,White  ,Female  ,19,827.1,725.3,76.28,372.4
36331,2021,35,White  ,Male  ,22,477.8,618.2,66.07,287.9
36332,2021,35,Asian  ,Female  ,18,432.4,558,65.04,260.8
36333,2021,35,White  ,Male  ,18,434.5,491.2,44.56,218.55
36334,2021,35,White  ,Female  ,17,392.7,547.5,57.26,263.8
36335,2021,35,Asian  ,Male  ,20,623.9,615.4,56.17,277.2
36336,2021,35,White  ,Female  ,17,574.9,530.8,57.86,264.8
36337,2021,35,Asian  ,Male  ,21,638.9,469.8,55.05,311.65
36338,2021,35,White  ,Female  ,20,576.1,542.3,61,277
36339,2021,35,Black  ,Female  ,21,461.6,562.1,58.79,258.5
36340,2021,35,White  ,Male  ,18,500.1,531.7,58.31,249.95
36341,2021,35,White  ,Male  ,17,663.4,523.2,56.34,197.95
36342,2021,35,Asian  ,Male  ,18,658,592.2,65.34,299.4
36343,2021,35,White  ,Female  ,18,476,533.9,59.29,263.65
36344,2021,35,Asian  ,Male  ,22,552.9,610.5,55.65,292.35
36345,2021,35,White  ,Female  ,19,622.5,541.6,58.77,274.2
36346,2021,35,Non  ,Male  ,18,443.9,513.7,54.19,225.3
36347,2021,35,Asian  ,Female  ,17,528.5,477.6,45.63,209.55
36348,2021,35,Non  ,Male  ,18,429.7,443.9,52.61,231.75
36349,2021,35,White  ,Male  ,18,577.3,530.2,41.62,272.1
36350,2021,35,Asian  ,Male  ,18,641.6,543.4,57.14,250.45
36351,2021,35,Asian  ,Male  ,17,763.6,583.7,70.28,310.4
36352,2021,35,Black  ,Female  ,18,544.5,567.6,61.28,251.6
36353,2021,35,White  ,Female  ,18,546.8,569.9,47.23,293.85
36354,2021,35,Asian  ,Male  ,18,699.4,615,72.02,333.15
36355,2021,35,Asian  ,Female  ,17,451.8,441.7,44.06,173.55
36356,2021,35,White  ,Female  ,17,528.9,540,55.07,231.3
36357,2021,35,White  ,Female  ,18,502.8,406.6,39.48,228.05
36358,2021,35,White  ,Male  ,19,793.1,646.3,75.82,394.2
36359,2021,35,Asian  ,Male  ,17,557.2,545.9,56.38,223.9
36360,2021,35,Asian  ,Female  ,19,599.4,351.4,43.09,202.9
36361,2021,35,White  ,Male  ,17,707.6,628.4,67.01,322.3
36362,2021,35,White  ,Male  ,18,645.4,457.2,50.38,296
36363,2021,35,White  ,Female  ,17,494.8,472.9,51.99,196.2
36364,2021,35,Asian  ,Male  ,16,439.6,438.6,36.53,199.85
36365,2021,35,White  ,Female  ,17,592.7,603.4,58.83,267.8
36366,2021,35,Asian  ,Female  ,18,459.6,478.5,51.39,229.25
36367,2021,35,White  ,Female  ,19,509.2,542.3,51.93,246.4
36368,2021,35,Black  ,Female  ,16,600.9,522.5,60.71,224.65
36369,2021,35,White  ,Female  ,19,416.2,493.4,34.48,194.65
36370,2021,35,Black  ,Male  ,16,444.9,434.8,46.13,203.6
36371,2021,35,Asian  ,Male  ,21,462,455.8,52.05,241.05
36372,2021,35,White  ,Male  ,16,647.5,618.5,70.7,302.6
36373,2021,35,White  ,Female  ,18,552.6,558.7,58.62,258.95
36374,2021,35,Asian  ,Female  ,19,532.6,409.6,44.58,180.05
36375,2021,35,White  ,Female  ,17,596.2,552.5,59.53,276.3
36376,2021,35,White  ,Female  ,17,657.3,620.7,65.38,306.2
36377,2021,35,Black  ,Male  ,20,553.8,471.8,50.78,200.55
36378,2021,35,Asian  ,Female  ,17,468.6,565.5,57.16,238.85
36379,2021,35,Black  ,Male  ,20,588,563.4,60.79,235.45
36380,2021,35,Asian  ,Female  ,16,686.1,556.1,70.52,296.8
36381,2021,35,Asian  ,Female  ,17,426.6,500.7,46.7,229.75
36382,2021,35,Asian  ,Male  ,17,542.4,446.7,50.81,230.9
36383,2021,35,White  ,Male  ,20,696.3,536.9,54.84,253.25
36384,2021,35,Black  ,Female  ,20,430.4,443.1,47.55,200.9
36385,2021,35,Asian  ,Female  ,20,698.3,681.2,63.9,339.15
36386,2021,35,White  ,Female  ,17,513.4,412.6,50.97,247.95
36387,2021,35,Asian  ,Male  ,18,626.7,549.7,53.47,245.1
36388,2021,35,Asian  ,Female  ,18,465.8,414.4,54.74,213.15
36389,2021,35,White  ,Female  ,19,666.8,586.7,68.28,311.5
36390,2021,35,Asian  ,Male  ,19,576.2,531.1,58.38,212.2
36391,2021,35,White  ,Male  ,18,477.9,493.1,58.11,209.65
36392,2021,35,Asian  ,Female  ,18,475.7,481.5,47.79,199.6
36393,2021,35,White  ,Male  ,20,759.8,588.3,64.13,341.2
36394,2021,35,White  ,Female  ,18,672.6,648.4,69.43,312
36395,2021,35,White  ,Female  ,20,447.6,352.7,50.83,193.15
36396,2021,35,White  ,Female  ,17,547.1,532.3,50.74,223.8
36397,2021,35,White  ,Male  ,17,642.4,584.6,57.51,255.65
36398,2021,35,Black  ,Female  ,21,563.8,529.9,60.34,244.65
36399,2021,35,White  ,Male  ,18,829.1,685.2,73.8,355.15
36400,2021,35,Black  ,Female  ,24,700.3,651.8,71.99,300.3
36401,2021,35,White  ,Male  ,20,664.6,579.1,60.21,317.15
36402,2021,35,White  ,Female  ,17,635.2,561.5,63.52,262.25
36403,2021,35,White  ,Female  ,21,752.9,608.1,75.91,341.4
36404,2021,35,White  ,Female  ,17,625.1,579.3,57.21,220.75
36405,2021,35,Asian  ,Female  ,24,521,447,42.62,215.15
36406,2021,35,White  ,Male  ,18,478.4,461.3,46.75,234.2
36407,2021,35,Asian  ,Male  ,18,480.7,570.7,67.87,261.05
36408,2021,35,White  ,Female  ,22,608.4,643.9,61.55,257.45
36409,2021,35,White  ,Male  ,17,690.8,562.7,60.52,323.4
36410,2021,35,White  ,Male  ,17,613.6,590.1,58.52,290.2
36411,2021,35,White  ,Male  ,17,648.6,533.5,60.86,304.9
36412,2021,35,Asian  ,Female  ,18,549.5,578.4,61.36,266.4
36413,2021,35,White  ,Female  ,17,596.8,425.6,47.57,203.45
36414,2021,35,White  ,Female  ,23,554.2,566.8,62.12,257.1
36415,2021,35,White  ,Female  ,18,522.3,495.4,51.66,233.9
36416,2021,35,Non  ,Male  ,19,523.8,421.6,39.83,236.8
36417,2021,35,White  ,Female  ,19,851.7,704.6,77,355.25
36418,2021,35,White  ,Female  ,19,469.6,511.6,47.16,213.25
36419,2021,35,Asian  ,Female  ,18,496.5,535.2,56.49,256.2
36420,2021,35,White  ,Female  ,18,484,524.2,52.35,244.05
36421,2021,35,White  ,Female  ,18,646.3,663.4,61.2,287.35
36422,2021,35,Asian  ,Female  ,20,469.4,554.4,52.56,231.8
36423,2021,35,Black  ,Female  ,18,451.9,535.9,60.87,254.05
36424,2021,35,White  ,Female  ,20,430.9,490,42.57,215.9
36425,2021,35,White  ,Female  ,19,525.1,543.9,57.03,242.6
36426,2021,35,White  ,Female  ,17,620,583.6,57.62,259.1
36427,2021,35,Asian  ,Male  ,16,451.2,516.3,58.86,253.45
36428,2021,35,White  ,Male  ,17,645.5,651.8,70.29,311.2
36429,2021,35,Asian  ,Male  ,18,496,506.4,50.65,249
36430,2021,35,White  ,Female  ,20,541.5,620,64.03,303.55
36431,2021,35,White  ,Male  ,18,488,409.6,43.59,211.5
36432,2021,35,White  ,Female  ,18,466.3,572.3,57.87,192
36433,2021,35,White  ,Male  ,19,673.5,532.3,58.06,287.15
36434,2021,35,White  ,Female  ,16,478,365.7,54.27,208.4
36435,2021,35,White  ,Male  ,17,652.7,584,63.05,270.8
36436,2021,35,HispLatinos  ,Female  ,20,469.8,530.4,51.25,253.8
36437,2021,35,Asian  ,Male  ,16,538.3,616.1,65.47,255.55
36438,2021,35,White  ,Female  ,17,523.3,505,51.09,242.8
36439,2021,35,HispLatinos  ,Female  ,17,795.4,621.9,67.39,352.95
36440,2021,35,White  ,Female  ,18,498.6,507.9,52.32,233.4
36441,2021,35,White  ,Female  ,20,751.2,639.7,66.77,345.4
36442,2021,35,White  ,Male  ,23,511.9,607.9,57.46,268.85
36443,2021,35,White  ,Female  ,20,448.8,519.1,51.85,233
36444,2021,35,White  ,Female  ,17,614.3,577.7,46.69,279.05
36445,2021,35,White  ,Female  ,17,550.2,531.2,59.55,248.75
36446,2021,35,White  ,Female  ,18,538.5,598.1,55.02,226.3
36447,2021,35,White  ,Male  ,22,418.3,427.7,45.04,221.1
36448,2021,35,White  ,Female  ,16,574.9,599.2,64.45,273.8
36449,2021,35,White  ,Male  ,22,785.8,669.2,67.19,347.95
36450,2021,35,White  ,Female  ,22,580.3,553.5,58.35,215.45
36451,2021,35,White  ,Female  ,17,384.2,503.8,55.23,245
36452,2021,35,Black  ,Female  ,21,548.5,606.6,61.89,252.45
36453,2021,35,White  ,Male  ,16,576.5,598.5,64.55,262.35
36454,2021,35,Asian  ,Female  ,17,483.5,424.1,41.49,190.35
36455,2021,35,White  ,Male  ,17,679.3,563,63.88,309.9
36456,2021,35,Asian  ,Male  ,18,507.7,499.9,50.66,307.4
36457,2021,35,White  ,Female  ,16,495.9,499.6,55.12,227
36458,2021,35,White  ,Female  ,19,412.2,481.3,41.1,205.8
36459,2021,35,White  ,Female  ,17,598.3,452.2,47.56,221
36460,2021,35,White  ,Female  ,19,530.8,528.6,55.61,221.65
36461,2021,35,White  ,Female  ,21,595.2,618.5,67.57,286.65
36462,2021,35,White  ,Female  ,17,558,608.5,54.51,262.4
36463,2021,35,White  ,Male  ,18,572.7,524,56.24,238.9
36464,2021,35,Black  ,Female  ,18,557.3,500.9,50.33,226.15
36465,2021,35,Black  ,Female  ,17,476.4,413.6,45.91,201.15
36466,2021,35,White  ,Male  ,21,734.2,603.4,66.81,335.4
36467,2021,35,White  ,Female  ,18,605,557.7,59.47,252.1
36468,2021,35,Asian  ,Male  ,21,534.8,470.6,55.64,220.4
36469,2021,35,Asian  ,Female  ,17,624.5,580.1,41.95,243.7
36470,2021,35,Asian  ,Female  ,17,576.2,572.8,60.2,212.8
36471,2021,35,White  ,Male  ,16,478.6,483.4,57.68,289.5
36472,2021,35,White  ,Female  ,20,448.3,429.9,44.31,249.4
36473,2021,35,White  ,Male  ,18,627.8,544.3,56.23,233.05
36474,2021,35,Black  ,Female  ,18,539.7,589.6,59.93,234.35
36475,2021,35,Black  ,Male  ,18,546.3,459.8,59.37,264.85
36476,2021,35,Asian  ,Female  ,18,453,486.2,45.24,250.1
36477,2021,35,White  ,Male  ,17,376.5,520.1,57.85,233
36478,2021,35,White  ,Female  ,21,729,621.8,67.74,313.55
36479,2021,35,White  ,Female  ,18,431.6,457.8,52.16,188.3
36480,2021,35,Asian  ,Male  ,17,651.3,586.9,59.49,273
36481,2021,35,HispLatinos  ,Male  ,22,545,540.7,54.65,222.15
36482,2021,35,White  ,Female  ,22,430.6,460.2,49.51,224.7
36483,2021,35,White  ,Female  ,21,420.5,486.8,36.79,194.8
36484,2021,35,White  ,Female  ,17,657.3,560.2,59.78,269.85
36485,2021,35,White  ,Female  ,19,509.1,517,53.75,219.2
36486,2021,35,Asian  ,Male  ,17,451.1,576.7,58.02,240.75
36487,2021,35,White  ,Female  ,17,458.4,530.6,46.94,239.9
36488,2021,35,Black  ,Male  ,18,626.1,599.1,65.43,306.7
36489,2021,35,Asian  ,Male  ,18,521.3,512.9,47.85,222.7
36490,2021,35,Asian  ,Female  ,18,429.1,512.8,49.5,202.05
36491,2021,35,White  ,Male  ,16,693.8,641.5,71.81,332
36492,2021,35,Asian  ,Female  ,16,438.8,549.9,51.92,218.8
36493,2021,35,White  ,Male  ,18,680,563.1,58.43,288.9
36494,2021,35,Asian  ,Male  ,21,440,484.5,51.98,209.7
36495,2021,35,White  ,Female  ,17,667.2,499.1,38.92,242.45
36496,2021,35,Asian  ,Female  ,17,639.3,421.2,46.65,246.65
36497,2021,35,White  ,Female  ,17,380.7,451.7,42.81,211.35
36498,2021,35,White  ,Female  ,18,540,527.7,56.61,227.4
36499,2021,35,Black  ,Female  ,16,566.1,601.2,69.93,269.95
36500,2021,35,Black  ,Female  ,16,446.4,457.1,45.21,217.45
36501,2021,35,Asian  ,Female  ,18,492.6,505.9,50.7,209.3
36502,2021,35,Asian  ,Male  ,16,633.1,570.5,63.96,250.55
36503,2021,35,Asian  ,Male  ,17,875.4,657,73.27,371.25
36504,2021,35,Asian  ,Male  ,20,656.5,598,63.16,308.2
36505,2021,35,White  ,Male  ,16,845.1,631.6,81.1,356.35
36506,2021,35,Asian  ,Female  ,19,699.8,568.3,61.76,293.15
36507,2021,35,Asian  ,Male  ,22,653.2,573.3,60.29,243.8
36508,2021,35,White  ,Female  ,19,681.6,632.2,64.41,299.95
36509,2021,35,Black  ,Female  ,21,478,358,42.49,210.05
36510,2021,35,Asian  ,Female  ,16,533.6,509.3,47.43,229.2
36511,2021,35,Asian  ,Female  ,18,578.7,565.9,57.57,227.1
36512,2021,35,White  ,Male  ,19,596.5,501.3,50.49,220.25
36513,2021,35,Black  ,Female  ,17,403.2,433.3,36.99,273.75
36514,2021,35,Black  ,Female  ,19,458.8,362.1,40.5,231.65
36515,2021,35,White  ,Female  ,21,589.4,551.6,57.93,270.05
36516,2021,35,White  ,Female  ,18,577.3,548.1,53.01,231.85
36517,2021,35,Asian  ,Female  ,17,449.1,514.4,54.21,240.65
36518,2021,35,Asian  ,Male  ,17,459,383.8,48.3,194.4
36519,2021,35,Asian  ,Male  ,17,606.3,496.2,50.19,228.4
36520,2021,35,Asian  ,Female  ,17,670.2,588.3,61.58,275.15
36521,2021,35,White  ,Male  ,18,466.8,450.6,39.1,219.15
36522,2021,35,White  ,Female  ,16,447.4,543.5,61,262.4
36523,2021,35,White  ,Male  ,18,506.3,575.5,49.36,282.65
36524,2021,35,White  ,Female  ,23,404.7,437.4,36.9,228.6
36525,2021,35,White  ,Male  ,17,562.9,381.2,38.94,207.85
36526,2021,35,White  ,Male  ,16,758.6,636.2,70.34,325.3
36527,2021,35,White  ,Female  ,17,603.6,519.8,53.97,267.3
36528,2021,35,Black  ,Female  ,19,403.7,491.7,53.05,233.1
36529,2021,35,Asian  ,Male  ,16,564.8,439.2,60.38,272.1
36530,2021,35,White  ,Male  ,17,655,507.5,56.43,268.05
36531,2021,35,White  ,Female  ,23,706.1,578.6,66.63,339.3
36532,2021,35,White  ,Female  ,17,463.4,581,61.31,261.25
36533,2021,35,Black  ,Male  ,18,534.9,545.1,53.01,238.9
36534,2021,35,White  ,Female  ,17,418.5,445.1,51.55,248.4
36535,2021,35,White  ,Female  ,16,581.1,460.1,52.24,205
36536,2021,35,White  ,Male  ,18,712.4,563.3,61.64,306.6
36537,2021,35,Asian  ,Male  ,18,687.5,588.1,59.9,282.95
36538,2021,35,Asian  ,Female  ,17,527.7,509.5,48.05,248.8
36539,2021,35,Asian  ,Female  ,16,415.2,528.2,46.06,202.6
36540,2021,35,White  ,Male  ,17,628.6,471.4,53.72,230.2
36541,2021,35,White  ,Female  ,18,498.8,528.4,57.32,274.65
36542,2021,35,Asian  ,Female  ,20,618.5,521.1,58.36,241.35
36543,2021,35,White  ,Female  ,17,430,327.3,52.77,239
36544,2021,35,Black  ,Male  ,18,597,536.6,51.18,289.6
36545,2021,35,Asian  ,Female  ,17,392.3,508.3,43.85,218.45
36546,2021,35,White  ,Male  ,18,757.5,465.5,50.21,264
36547,2021,35,White  ,Female  ,24,615.1,568.5,63.05,250.05
36548,2021,35,White  ,Male  ,17,928.5,665.1,79.6,352.05
36549,2021,35,White  ,Female  ,19,531.1,499.9,45.04,207.5
36550,2021,35,White  ,Male  ,17,824.9,607.7,72.92,317.35
36551,2021,35,White  ,Female  ,19,747.2,636.4,67.03,343.35
36552,2021,35,White  ,Female  ,17,687.2,555.7,58.56,295.75
36553,2021,35,White  ,Female  ,17,443.3,434.1,48.54,198.3
36554,2021,35,Asian  ,Male  ,17,499.5,364.9,47.04,212.45
36555,2021,35,White  ,Female  ,21,626,587.3,60.25,309.05
36556,2021,35,Asian  ,Female  ,17,676.5,601.2,58.18,282.95
36557,2021,35,Asian  ,Male  ,18,490.2,474.5,34.33,221.6
36558,2021,35,HispLatinos  ,Male  ,17,637.3,504.5,55.14,220.2
36559,2021,35,White  ,Female  ,17,579.5,508.6,37.47,219.8
36560,2021,35,Asian  ,Female  ,21,632.8,533.4,57.38,202.55
36561,2021,35,White  ,Male  ,16,593.7,545.2,59.6,212.8
36562,2021,35,White  ,Male  ,18,536.6,476.7,51.55,262.85
36563,2021,35,White  ,Female  ,18,707,615.1,71.61,287
36564,2021,35,White  ,Female  ,20,694.5,618.9,64.59,293.35
36565,2021,35,White  ,Female  ,20,728.5,652.2,74.12,364.65
36566,2021,35,White  ,Male  ,17,745.8,488.8,59.36,284.45
36567,2021,35,White  ,Female  ,17,620.3,590.6,44.88,304.35
36568,2021,35,HispLatinos  ,Male  ,18,420.4,422.3,36.88,246.45
36569,2021,35,Asian  ,Female  ,19,448.3,395.2,41.32,204.65
36570,2021,35,White  ,Female  ,19,540.7,505.4,54.98,232.8
36571,2021,35,White  ,Female  ,17,637,596.8,66.19,247.85
36572,2021,35,Asian  ,Female  ,19,488.1,466.6,42.22,217.15
36573,2021,35,White  ,Female  ,19,467.4,552.6,58.51,215.05
36574,2021,35,White  ,Female  ,17,661.2,547,62.44,315.5
36575,2021,35,White  ,Female  ,17,559.5,491.2,53.05,250.45
36576,2021,35,White  ,Female  ,16,653.2,602,60.8,280.8
36577,2021,35,Black  ,Female  ,17,459.4,466.1,36.61,205.55
36578,2021,35,White  ,Female  ,22,662.6,556.5,49.73,303.55
36579,2021,35,White  ,Female  ,21,436.2,375.3,43.81,218.2
36580,2021,35,Black  ,Female  ,19,492.6,402.8,43.71,231.65
36581,2021,35,White  ,Male  ,18,776.6,484,59.85,334.15
36582,2021,35,White  ,Female  ,16,547.4,492.6,55.07,235.5
36583,2021,35,White  ,Female  ,21,851.8,646.4,75.22,357.05
36584,2021,35,Asian  ,Female  ,18,608.8,580.4,59.09,300.05
36585,2021,35,Asian  ,Female  ,18,455.8,383.4,37.36,249.5
36586,2021,35,White  ,Male  ,18,652.5,587.1,64.79,306.05
36587,2021,35,White  ,Female  ,20,771.5,609.2,72.22,332
